bgs,bgs (2),bgs (3),bgs (4),bgs (5),bgs (6),bgs (7),bgs (8),bgs (9),bgs (10),bgs (11),bgs (12),bgs (13),sp_wt,news-item,news-item (2),news-item (3),news-item (4),news-item (5),news-item (6),news-item (7),news-item (8),news-item (9),news-item (10),news-item (11),news-item (12),news-item (13)
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05004,117.28,23.61,2022-10,8.35,8.21,0.25,0.287,0.037,未检出
东海,福建,漳州,FJD05005,117.59,23.55,2022-11,8.22,7.33,0.20,0.264,0.021,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05006,117.97,24.15,2022-10,7.90,8.45,0.62,0.393,0.039,未检出
东海,福建,漳州,FJD05007,117.71,23.94,2022-10,7.92,7.95,0.20,0.490,0.031,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05008,117.92,23.65,2022-11,8.09,7.10,0.25,0.212,0.016,未检出
东海,福建,漳州,FJD05009,117.57,23.73,2022-11,8.10,7.37,0.43,0.242,0.013,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05010,117.32,23.69,2022-10,7.97,8.52,0.25,0.340,0.041,未检出
东海,福建,漳州,FJD05011,118.01,24.42,2022-11,8.33,7.20,0.27,0.416,0.047,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05012,117.52,23.88,2022-10,8.24,8.32,0.50,0.248,0.016,未检出
东海,福建,漳州,FJD05013,117.58,23.83,2022-10,8.28,8.30,0.38,0.226,0.014,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05014,117.45,23.75,2022-10,8.34,8.00,0.50,0.258,0.017,未检出
东海,福建,漳州,FJD05015,117.31,23.65,2022-10,8.03,8.23,0.23,0.273,0.042,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,东海,福建,漳州,FJD05019,117.71,23.98,2022-10,8.02,8.05,0.38,0.442,0.035,未检出
东海,福建,漳州,FJD05020,117.23,23.65,2022-10,7.94,8.02,0.15,0.312,0.041,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05021,118.20,24.02,2022-11,8.19,7.35,0.34,0.245,0.013,未检出
东海,福建,漳州,FJD05022,117.80,23.82,2022-11,8.15,7.25,0.59,0.249,0.015,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05023,117.72,23.68,2022-11,8.13,7.28,0.38,0.183,0.016,未检出
东海,福建,漳州,FJD05024,118.08,24.25,2022-11,8.41,8.13,0.57,0.288,0.023,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,东海,福建,漳州,FJD05025,118.14,23.73,2022-11,8.20,7.30,0.22,0.179,0.013,未检出
东海,福建,漳州,FJD05026,117.69,23.84,2022-11,8.16,7.32,0.45,0.270,0.014,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,东海,福建,漳州,FJD05027,117.47,23.63,2022-11,8.19,7.37,0.30,0.232,0.015,未检出
东海,福建,漳州,FJD05028,118.09,24.37,2022-11,8.39,8.04,0.29,0.344,0.032,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,福建,漳州,FJN05016,117.47,23.47,2022-11,8.21,7.30,0.25,0.280,0.011,未检出
南海,福建,漳州,FJN05017,117.26,23.50,2022-11,8.16,7.31,0.51,0.203,0.011,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,福建,漳州,FJN05018,117.65,23.31,2022-11,8.17,7.27,0.26,0.218,0.005,未检出
南海,广东,潮州,GDN21001,116.95,23.51,2022-11,7.42,5.87,1.01,0.480,0.085,0.011,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,潮州,GDN21002,117.12,23.56,2022-11,7.94,8.23,0.33,0.107,0.038,0.016
南海,广东,潮州,GDN21003,117.04,23.53,2022-11,7.98,8.26,0.54,0.146,0.014,0.012,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,揭阳,GDN22001,116.30,22.86,2022-11,8.02,8.64,0.43,0.061,0.007,未检出
南海,广东,揭阳,GDN22002,116.58,23.02,2022-11,8.01,8.74,0.26,0.044,0.020,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,揭阳,GDN22003,116.58,22.72,2022-11,8.15,8.64,0.20,0.147,0.012,未检出
南海,广东,揭阳,GDN22004,116.30,22.94,2022-11,7.93,8.07,0.36,0.140,0.006,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,揭阳,GDN22005,116.53,22.99,2022-11,8.02,8.87,0.36,0.042,0.027,未检出
南海,广东,揭阳,GDN22006,116.72,22.85,2022-11,8.18,8.75,0.28,0.122,0.013,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕头,GDN04001,116.87,23.43,2022-11,8.07,7.86,0.33,0.143,0.010,未检出
南海,广东,汕头,GDN04002,116.94,23.42,2022-11,8.08,8.39,0.38,0.166,0.031,0.013,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04003,116.89,23.31,2022-11,8.11,8.59,0.39,0.059,0.029,未检出
南海,广东,汕头,GDN04004,117.18,23.29,2022-11,7.96,8.23,0.31,0.054,0.020,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,汕头,GDN04005,116.57,23.16,2022-11,8.17,8.93,0.44,0.025,0.031,0.005
南海,广东,汕头,GDN04006,116.74,23.06,2022-11,8.34,8.72,0.18,0.078,0.019,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,汕头,GDN04007,116.78,23.31,2022-11,7.87,7.19,0.66,0.529,0.052,0.020
南海,广东,汕头,GDN04008,116.75,23.22,2022-11,7.98,8.73,0.51,0.084,0.035,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04009,116.92,23.05,2022-11,8.42,8.81,0.42,0.129,0.019,未检出
南海,广东,汕头,GDN04010,117.36,23.08,2022-11,8.11,8.43,0.22,0.141,0.013,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04011,116.96,22.90,2022-11,8.30,8.74,0.20,0.069,0.016,未检出
南海,广东,汕头,GDN04012,116.83,23.37,2022-11,8.14,8.77,0.44,0.142,0.005,0.006,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04013,116.62,23.15,2022-11,8.01,8.46,0.43,0.122,0.023,未检出
南海,广东,汕头,GDN04014,116.80,23.27,2022-11,8.00,8.13,0.50,0.164,0.045,0.006,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04016,116.83,23.22,2022-11,8.21,8.59,0.42,0.085,0.026,未检出
南海,广东,汕头,GDN04017,116.68,23.19,2022-11,7.96,8.12,0.41,0.102,0.025,0.004,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕头,GDN04018,117.01,23.37,2022-11,8.09,8.86,0.31,0.052,0.018,0.005
南海,广东,惠州,GDN12001,114.66,22.70,2022-10,8.15,6.45,0.42,0.034,0.001,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12002,114.67,22.58,2022-10,8.13,6.25,0.35,0.049,0.009,未检出
南海,广东,惠州,GDN12003,114.80,22.58,2022-10,8.14,6.31,0.33,0.100,0.018,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12004,114.58,22.68,2022-10,8.04,6.53,0.63,0.070,0.004,未检出
南海,广东,惠州,GDN12005,114.95,22.62,2022-10,8.16,6.40,0.20,0.097,0.018,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12006,114.81,22.49,2022-10,8.12,6.28,0.41,0.148,0.026,未检出
南海,广东,惠州,GDN12007,115.05,22.45,2022-10,8.24,6.37,0.30,0.116,0.021,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12008,114.69,22.74,2022-10,8.12,6.21,0.69,0.051,0.010,未检出
南海,广东,惠州,GDN12009,114.72,22.62,2022-10,8.13,6.31,0.47,0.042,0.003,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12010,114.86,22.54,2022-10,8.15,6.14,0.27,0.114,0.021,未检出
南海,广东,惠州,GDN12011,114.67,22.76,2022-10,8.11,6.54,0.71,0.024,0.003,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12012,114.67,22.50,2022-10,8.07,6.34,0.21,0.092,0.017,未检出
南海,广东,惠州,GDN12013,114.74,22.54,2022-10,8.13,6.31,0.35,0.090,0.016,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,惠州,GDN12014,114.75,22.44,2022-10,8.12,6.33,0.33,0.132,0.025,未检出
南海,广东,惠州,GDN12015,114.61,22.35,2022-10,8.08,6.30,0.22,0.141,0.025,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,惠州,GDN12016,115.00,22.14,2022-10,8.28,6.71,0.37,0.021,0.003,未检出
南海,广东,深圳,GDN02001,113.71,22.66,2022-11,7.78,5.91,1.30,1.652,0.042,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02002,114.35,22.56,2022-10,8.15,6.17,0.34,0.010,0.003,未检出
南海,广东,深圳,GDN02003,113.73,22.54,2022-10,7.97,6.31,0.60,0.819,0.028,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,深圳,GDN02004,113.96,22.49,2022-10,7.87,6.32,1.50,0.788,0.085,未检出
南海,广东,深圳,GDN02005,114.44,22.47,2022-10,8.12,6.44,0.32,0.034,0.008,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,深圳,GDN02006,113.90,22.44,2022-10,7.98,6.23,0.45,0.428,0.028,未检出
南海,广东,深圳,GDN02007,113.74,22.40,2022-10,7.91,6.40,0.70,0.671,0.023,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,深圳,GDN02008,113.89,22.34,2022-10,7.94,6.18,0.80,0.451,0.025,未检出
南海,广东,深圳,GDN02009,114.77,22.24,2022-10,8.20,6.30,0.28,0.062,0.012,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02010,114.26,22.56,2022-10,8.10,6.25,0.33,0.053,0.007,未检出
南海,广东,深圳,GDN02011,113.86,22.48,2022-10,7.96,6.16,0.60,0.495,0.027,未检出,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02012,114.60,22.63,2022-10,8.05,6.24,0.20,0.028,0.008,未检出
南海,广东,深圳,GDN02013,114.60,22.59,2022-10,8.08,6.26,0.25,0.062,0.011,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02014,114.56,22.59,2022-10,8.09,6.26,0.19,0.049,0.009,未检出
南海,广东,深圳,GDN02015,114.52,22.58,2022-10,8.16,6.33,0.41,0.008,0.003,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,深圳,GDN02016,114.57,22.57,2022-10,8.14,6.12,0.28,0.068,0.013,未检出
南海,广东,深圳,GDN02017,114.64,22.53,2022-10,8.09,6.38,0.28,0.081,0.016,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,深圳,GDN02018,113.80,22.54,2022-10,7.95,6.19,0.70,0.710,0.030,未检出
南海,广东,深圳,GDN02019,114.43,22.57,2022-10,8.12,6.12,0.28,0.025,0.007,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,深圳,GDN02020,113.81,22.37,2022-10,7.96,6.42,0.60,0.525,0.021,未检出
南海,广东,广州,GDN01001,113.57,22.83,2022-11,7.69,6.20,2.40,2.077,0.046,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,广州,GDN01002,113.55,22.93,2022-11,7.55,5.64,2.85,2.360,0.049,未检出
南海,广东,广州,GDN01003,113.66,22.61,2022-10,7.94,7.13,1.60,1.520,0.031,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕尾,GDN14001,115.22,22.70,2022-10,8.07,6.22,0.12,0.053,0.014,未检出
南海,广东,汕尾,GDN14002,115.77,22.62,2022-10,8.09,6.35,未检出,0.076,0.011,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕尾,GDN14003,115.27,22.43,2022-10,8.22,6.36,0.19,0.072,0.015,未检出
南海,广东,汕尾,GDN14004,115.67,22.77,2022-10,8.09,6.38,0.31,0.144,0.025,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕尾,GDN14005,115.06,22.76,2022-10,8.13,6.51,0.38,0.042,0.011,未检出
南海,广东,汕尾,GDN14006,115.99,22.81,2022-10,8.06,6.26,0.17,0.193,0.028,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕尾,GDN14007,115.42,22.25,2022-10,8.27,6.23,0.17,0.014,0.003,未检出
南海,广东,汕尾,GDN14008,116.28,22.60,2022-10,8.11,6.40,0.10,0.100,0.020,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕尾,GDN14009,116.05,22.82,2022-10,8.11,6.28,0.24,0.202,0.020,未检出
南海,广东,汕尾,GDN14010,115.60,22.60,2022-10,7.99,6.31,0.23,0.087,0.022,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,汕尾,GDN14011,116.02,22.57,2022-10,8.12,6.25,未检出,0.044,0.004,未检出
南海,广东,汕尾,GDN14012,115.89,22.75,2022-10,8.08,6.30,0.19,0.200,0.030,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕尾,GDN14013,115.67,22.84,2022-10,8.07,6.38,0.33,0.146,0.021,未检出
南海,广东,汕尾,GDN14014,115.34,22.68,2022-10,8.03,6.24,0.23,0.064,0.014,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,汕尾,GDN14015,115.78,22.79,2022-10,8.03,6.30,0.36,0.138,0.022,未检出
南海,广东,江门,GDN10001,112.43,21.81,2022-10,7.94,6.82,0.88,0.517,0.048,0.020,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10002,112.69,21.66,2022-10,8.13,6.82,0.45,0.278,0.025,0.005
南海,广东,江门,GDN10003,112.75,21.88,2022-11,7.92,6.98,0.99,0.309,0.041,0.009,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,江门,GDN10004,112.99,21.38,2022-10,8.18,6.67,0.29,0.044,0.004,0.006
南海,广东,江门,GDN10005,112.87,21.86,2022-11,7.95,6.72,0.60,0.311,0.034,0.014,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10006,112.35,21.68,2022-10,8.09,6.84,0.60,0.283,0.030,0.005
南海,广东,江门,GDN10007,113.10,22.00,2022-10,8.03,7.32,0.95,0.917,0.041,0.014,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10008,112.62,21.74,2022-10,8.10,6.97,0.67,0.248,0.026,0.006
南海,广东,江门,GDN10009,112.90,21.53,2022-10,8.16,6.78,0.27,0.046,0.006,0.007,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,江门,GDN10010,112.81,21.36,2022-10,8.15,6.87,0.28,0.052,0.007,0.012
南海,广东,江门,GDN10011,112.60,21.36,2022-10,8.12,6.67,0.30,0.134,0.014,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,四类,南海,广东,江门,GDN10012,112.79,21.88,2022-11,7.99,7.01,0.97,0.294,0.037,0.038
南海,广东,江门,GDN10013,112.45,21.76,2022-10,7.97,7.08,0.61,0.502,0.049,0.019,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,江门,GDN10014,112.43,21.80,2022-10,7.95,7.00,0.83,0.516,0.048,0.030
南海,广东,江门,GDN10015,112.99,21.83,2022-10,8.09,6.95,0.49,0.442,0.040,0.005,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10016,112.95,21.73,2022-10,8.17,6.81,0.39,0.104,0.017,0.014
南海,广东,江门,GDN10017,113.03,21.94,2022-10,8.01,6.56,0.57,0.452,0.036,0.010,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10018,113.03,21.77,2022-10,8.17,6.94,0.41,0.138,0.018,0.020
南海,广东,江门,GDN10019,113.07,21.88,2022-10,8.18,7.40,0.64,0.332,0.018,0.010,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,江门,GDN10020,113.05,21.55,2022-10,8.18,6.59,0.23,0.021,未检出,0.008
南海,广东,江门,GDN10021,112.48,21.71,2022-10,8.05,7.01,0.54,0.370,0.035,0.014,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10022,112.53,21.56,2022-11,8.06,6.81,0.74,0.256,0.015,0.021
南海,广东,江门,GDN10023,112.85,21.69,2022-11,8.01,7.00,0.31,0.246,0.029,0.008,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,江门,GDN10024,112.94,21.63,2022-11,8.05,6.81,0.32,0.148,0.026,0.012
南海,广东,江门,GDN10025,112.43,21.62,2022-10,8.14,6.83,0.34,0.217,0.024,0.003,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,东莞,GDN19001,113.62,22.79,2022-11,7.60,5.52,2.35,1.960,0.046,未检出
南海,广东,东莞,GDN19002,113.67,22.74,2022-11,7.68,5.36,2.45,1.964,0.047,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,中山,GDN20001,113.62,22.49,2022-11,7.79,6.62,3.10,1.613,0.037,未检出
南海,广东,阳江,GDN17001,112.02,21.74,2022-10,7.94,6.64,0.79,0.663,0.072,0.016,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17002,112.36,21.53,2022-11,8.09,6.84,0.17,0.227,0.013,0.017
南海,广东,阳江,GDN17003,111.89,21.41,2022-10,8.16,6.78,0.33,0.091,0.010,0.011,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17004,112.21,21.72,2022-10,8.09,6.87,0.42,0.270,0.028,0.006
南海,广东,阳江,GDN17005,111.81,21.67,2022-11,7.83,6.48,0.77,0.296,0.034,0.014,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17006,111.67,21.51,2022-11,8.02,7.18,0.33,0.184,0.016,0.015
南海,广东,阳江,GDN17007,111.81,21.60,2022-11,8.06,6.96,0.63,0.354,0.010,0.015,三类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17008,111.58,21.29,2022-10,8.18,6.80,0.28,0.066,0.005,0.005
南海,广东,阳江,GDN17009,111.99,21.57,2022-11,8.10,7.08,1.59,0.218,0.018,0.015,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17010,112.09,21.43,2022-10,8.15,6.93,0.32,0.125,0.013,0.012
南海,广东,阳江,GDN17011,112.25,21.25,2022-10,8.14,6.64,0.28,0.095,0.011,0.016,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17012,111.59,21.48,2022-11,8.02,7.20,0.35,0.165,0.018,0.014
南海,广东,阳江,GDN17013,111.86,21.20,2022-10,8.18,6.73,0.26,0.023,未检出,0.009,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,阳江,GDN17014,111.67,21.14,2022-10,8.20,6.72,0.27,0.021,未检出,0.011
南海,广东,阳江,GDN17015,111.76,21.74,2022-11,7.57,6.54,1.04,0.901,0.022,0.021,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17016,112.08,21.61,2022-11,8.10,6.83,0.63,0.240,0.013,0.016
南海,广东,阳江,GDN17017,112.12,21.73,2022-10,8.11,6.71,0.43,0.238,0.025,0.010,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,阳江,GDN17018,112.01,21.67,2022-10,8.03,7.04,0.61,0.295,0.027,0.016
南海,广东,阳江,GDN17019,112.19,21.65,2022-10,8.13,7.00,0.31,0.250,0.023,0.012,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11001,111.06,21.44,2022-10,8.16,7.01,0.54,0.110,0.010,0.010
南海,广东,茂名,GDN11002,111.38,21.29,2022-10,8.17,6.79,0.32,0.099,0.007,0.008,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11003,111.41,21.50,2022-11,8.09,8.06,0.45,0.155,0.006,0.016
南海,广东,茂名,GDN11005,111.25,20.75,2022-11,8.20,6.99,0.20,0.035,0.002,0.015,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11006,111.50,20.50,2022-11,8.20,7.26,0.38,0.036,0.001,0.016
南海,广东,茂名,GDN11007,111.15,21.25,2022-10,8.12,6.61,0.36,0.188,0.011,0.008,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11008,111.41,21.43,2022-11,8.04,7.32,0.11,0.151,0.013,0.015
南海,广东,茂名,GDN11009,111.46,21.07,2022-11,8.14,7.59,0.22,0.103,0.011,0.014,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,茂名,GDN11010,111.17,21.43,2022-10,8.09,6.74,0.46,0.154,0.014,0.012
南海,广东,茂名,GDN11011,111.27,21.47,2022-11,7.93,6.50,0.69,0.436,0.029,0.018,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03001,113.74,22.30,2022-10,8.09,6.84,1.20,0.291,0.011,未检出
南海,广东,珠海,GDN03002,113.61,22.30,2022-10,7.90,6.27,1.40,0.889,0.040,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03003,113.67,22.17,2022-10,8.06,6.88,1.00,0.170,0.012,未检出
南海,广东,珠海,GDN03004,113.80,22.15,2022-10,7.98,6.08,0.50,0.136,0.013,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03005,113.49,22.05,2022-10,8.01,6.80,0.50,0.986,0.024,未检出
南海,广东,珠海,GDN03006,114.01,22.09,2022-10,8.00,6.13,0.65,0.062,0.016,未检出,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03007,113.07,22.05,2022-10,8.12,7.60,1.45,0.992,0.036,0.022
南海,广东,珠海,GDN03008,113.72,21.99,2022-10,8.16,6.84,0.29,0.069,0.015,0.010,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03009,113.43,21.87,2022-10,8.15,6.67,0.19,0.069,0.015,0.016
南海,广东,珠海,GDN03010,113.94,21.84,2022-11,8.10,6.93,0.22,0.113,0.024,0.017,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03011,113.06,21.70,2022-10,8.11,6.72,0.37,0.181,0.017,0.007
南海,广东,珠海,GDN03012,114.26,21.94,2022-11,8.12,6.98,0.16,0.132,0.024,0.010,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03013,114.50,22.00,2022-11,8.17,6.62,0.18,0.057,0.015,0.012
南海,广东,珠海,GDN03014,113.42,21.65,2022-10,8.19,6.81,0.25,0.037,0.010,0.013,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03015,114.06,21.59,2022-11,8.19,6.80,0.22,0.035,0.011,0.011
南海,广东,珠海,GDN03016,113.25,21.77,2022-10,8.09,6.58,0.32,0.214,0.020,0.009,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03017,113.70,21.55,2022-10,8.19,6.60,0.14,0.021,0.005,0.012
南海,广东,珠海,GDN03018,113.67,21.77,2022-10,8.14,6.76,0.21,0.087,0.017,0.012,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,三类,南海,广东,珠海,GDN03019,113.34,21.95,2022-10,8.20,7.01,0.62,0.310,0.022,0.021
南海,广东,珠海,GDN03020,113.16,21.93,2022-10,8.03,6.98,0.52,0.449,0.032,0.012,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03021,113.26,21.59,2022-10,8.19,6.71,0.17,0.045,0.010,0.010
南海,广东,珠海,GDN03022,113.65,22.38,2022-10,8.10,6.62,1.70,0.829,0.021,未检出,劣四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03023,113.50,22.00,2022-10,8.21,7.19,0.94,0.565,0.026,0.018
南海,广东,珠海,GDN03024,113.87,22.02,2022-10,8.01,6.20,0.50,0.054,0.015,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03025,113.11,21.81,2022-10,8.16,7.01,0.49,0.280,0.018,0.010
南海,广东,珠海,GDN03026,113.58,21.90,2022-10,8.16,6.69,0.19,0.066,0.016,0.010,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03027,113.52,21.80,2022-10,8.17,6.71,0.26,0.049,0.012,0.005
南海,广东,珠海,GDN03028,113.73,21.88,2022-10,8.12,7.40,0.14,0.091,0.020,0.012,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03029,113.91,22.12,2022-10,7.90,6.35,0.45,0.108,0.016,未检出
南海,广东,珠海,GDN03030,113.60,22.05,2022-10,8.17,6.80,0.80,0.125,0.007,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03031,113.17,21.72,2022-10,8.12,6.66,0.35,0.143,0.012,0.012
南海,广东,珠海,GDN03032,113.36,21.81,2022-10,8.12,6.97,0.52,0.235,0.014,0.007,二类,,,,,,,,,,,,,
,,,,,,,,,,,,,二类,南海,广东,珠海,GDN03033,113.28,21.86,2022-10,8.11,7.06,0.41,0.272,0.020,0.014
南海,广东,珠海,GDN03034,113.42,22.00,2022-11,7.91,6.75,0.70,0.496,0.042,0.013,四类,,,,,,,,,,,,,
,,,,,,,,,,,,,劣四类,南海,广东,珠海,GDN03035,113.58,22.20,2022-10,7.98,6.34,1.90,0.809,0.032,未检出
南海,广东,珠海,GDN03036,113.76,22.08,2022-10,8.01,6.34,0.65,0.100,0.015,未检出,一类,,,,,,,,,,,,,
,,,,,,,,,,,,,一类,南海,广东,珠海,GDN03037,113.63,21.84,2022-10,8.16,8.37,0.16,0.067,0.015,0.008
